product_ref,filename_or_slot,shot_type,verdict,reason,target_set_position,sector,assigned_tier
Mid-Back Executive Chair,Mid-Back Executive Chair.png,white_seamless_hero,KEEP,"Sharp photoreal black leather chair, clean white seamless, spec-able.",1,Office,standard
Mid-Back Executive Chair,slot:dimension_diagram,dimension_diagram,MISSING,No dimensioned drawing for procurement sizing.,2,Office,standard
Mid-Back Executive Chair,slot:full_room_scene,full_room_scene,MISSING,No office context showing chair in use.,3,Office,standard
Mid-Back Executive Chair,Mid-Back Executive Chair 2.jpg,three_quarter_angle,KEEP,"Crisp front and side fabric variant, shows back and arms.",4,Office,standard
Mid-Back Executive Chair,slot:texture_macro,texture_macro,MISSING,No close-up of leather grain or stitching.,5,Office,standard
Padded Visitor Chair,slot:white_seamless_hero,white_seamless_hero,MISSING,No clean white seamless hero of the chair.,1,Office,long-tail
Padded Visitor Chair,padded visitor chair.png,three_quarter_angle,REDO,"Dreamy grey-on-grey vignette, muddy flat light, not crisp seamless.",2,Office,long-tail
Padded Visitor Chair,slot:dimension_diagram,dimension_diagram,MISSING,No dimensioned drawing for sizing.,3,Office,long-tail
Plastic Visitor Chair,plastic visitor chair.png,white_seamless_hero,KEEP,"Sharp blue shell on chrome legs, clean white, spec-able.",1,Office,long-tail
Plastic Visitor Chair,slot:three_quarter_angle,three_quarter_angle,MISSING,No secondary angle of the chair.,2,Office,long-tail
Plastic Visitor Chair,slot:dimension_diagram,dimension_diagram,MISSING,No dimensioned drawing for sizing.,3,Office,long-tail
Stackable Visitor Chair,slot:white_seamless_hero,white_seamless_hero,MISSING,No single-chair clean white seamless hero.,1,Office,long-tail
Stackable Visitor Chair,Stackable Visitor Chair.png,stacking_nesting,KEEP,"Shows 4-high stack, proves stacking claim for storage buyers.",2,Office,long-tail
Stackable Visitor Chair,slot:dimension_diagram,dimension_diagram,MISSING,No dimensioned drawing or stack height spec.,3,Office,long-tail
Straight Executive Desk,slot:white_seamless_hero,white_seamless_hero,MISSING,No clean neutral-finish hero on white.,1,Office,standard
Straight Executive Desk,slot:dimension_diagram,dimension_diagram,MISSING,No dimensioned drawing for desk footprint.,2,Office,standard
Straight Executive Desk,slot:full_room_scene,full_room_scene,MISSING,No realistic office room scene.,3,Office,standard
Straight Executive Desk,Straight Executive Desk Tela 1.jpg,three_quarter_angle,REDO,"Off-brand teal finish, no hotel buyer wants this color.",4,Office,standard
Straight Executive Desk,Straight Executive Desk Tela.jpg,three_quarter_angle,REDO,"Off-brand teal, floating detached drawer pedestals, warped geometry.",4,Office,standard
Straight Executive Desk,slot:texture_macro,texture_macro,MISSING,No close-up of laminate grain or edge.,5,Office,standard
U-Shaped Executive Desk,slot:white_seamless_hero,white_seamless_hero,MISSING,No straight-on clean hero on white.,1,Office,considered
U-Shaped Executive Desk,slot:dimension_diagram,dimension_diagram,MISSING,No dimensioned U-footprint drawing for planning.,2,Office,considered
U-Shaped Executive Desk,slot:material_swatch_row,material_swatch_row,MISSING,No finish or laminate swatch options shown.,3,Office,considered
U-Shaped Executive Desk,U-Shaped Executive Desk.jpg,full_room_scene,REDO,"Off-brand teal finish, hotel buyer rejects this color palette.",4,Office,considered
U-Shaped Executive Desk,slot:full_room_scene,full_room_scene,MISSING,No on-brand neutral room scene.,4,Office,considered
U-Shaped Executive Desk,U-Shaped Desk.jpg,three_quarter_angle,KEEP,"Clean grey reception U-desk on white, sharp and spec-able.",5,Office,considered
U-Shaped Executive Desk,U-Shaped Workstation.jpg,three_quarter_angle,REDO,"Floating detached pedestals, broken geometry undermines the desk.",5,Office,considered
U-Shaped Executive Desk,slot:hardware_detail,hardware_detail,MISSING,No close-up of drawer pulls or locks.,6,Office,considered
U-Shaped Executive Desk,slot:functional_transformation,functional_transformation,MISSING,No cable-management or storage feature shot.,7,Office,considered
Writing Desk - MDF Leg,DMD Vault Writing Desk.jpg,color_finish_grid,KEEP,"Walnut finish variant, sharp; serves finish-range reference.",1,Office,standard
Writing Desk - MDF Leg,DMD Core Writing Desk.jpg,white_seamless_hero,KEEP,"Clean light-grey finish, sharp 3/4 hero on white seamless.",1,Office,standard
Writing Desk - MDF Leg,slot:dimension_diagram,dimension_diagram,MISSING,No dimensioned drawing for desk sizing.,2,Office,standard
Writing Desk - MDF Leg,slot:full_room_scene,full_room_scene,MISSING,No office room context for the desk.,3,Office,standard
Writing Desk - MDF Leg,DMD Grid Writing Desk.jpg,three_quarter_angle,KEEP,"Crisp grey panel-leg desk on white, shows charging and cable hook.",4,Office,standard
Writing Desk - MDF Leg,DMD Axis Writing Desk.jpg,three_quarter_angle,KEEP,"Natural oak finish variant, photoreal and sharp.",4,Office,standard
Writing Desk - MDF Leg,DMD Forma Writing Desk.jpg,three_quarter_angle,KEEP,"Pale oak variant with deskpad, sharp finish-range option.",4,Office,standard
Writing Desk - MDF Leg,slot:texture_macro,texture_macro,MISSING,No close-up of laminate grain or edge band.,5,Office,standard
Writing Desk - Metal Leg,DMD Luma Writing Desk.jpg,white_seamless_hero,KEEP,"Clean oak top, black O-frame, sharp hero on white seamless.",1,Office,standard
Writing Desk - Metal Leg,slot:dimension_diagram,dimension_diagram,MISSING,No dimensioned drawing for desk sizing.,2,Office,standard
Writing Desk - Metal Leg,slot:full_room_scene,full_room_scene,MISSING,No office room scene for the desk.,3,Office,standard
Writing Desk - Metal Leg,Writing Desk Cross Leg One side.jpg,three_quarter_angle,KEEP,"Sharp oak top with black X-leg, clean light-grey ground.",4,Office,standard
Writing Desk - Metal Leg,Writing Desk Cross Leg One side.jpg,three_quarter_angle,REDO,"Exact duplicate of the X-leg shot, redundant in set.",4,Office,standard
Writing Desk - Metal Leg,DMD Strata Writing Desk.jpg,three_quarter_angle,KEEP,"Square-leg desk with charging, plant, headphones; styled context.",4,Office,standard
Writing Desk - Metal Leg,slot:texture_macro,texture_macro,MISSING,No close-up of metal frame joint or top edge.,5,Office,standard
Buffet Cabinet,buffet cabinet 2.png,white_seamless_hero,KEEP,"Clean front hero, oak finish, sharp, sells spec to buyer",1,Residential,considered
Buffet Cabinet,slot:dimension_diagram,dimension_diagram,MISSING,No dimensioned drawing; buyers need width/depth/height to spec,2,Residential,considered
Buffet Cabinet,buffet cabinet 4.png,color_finish_grid,KEEP,"Teal-grey finish variant, sharp, shows color option for spec",3,Residential,considered
Buffet Cabinet,slot:full_room_scene,full_room_scene,MISSING,No styled dining-room context to show scale and use,4,Residential,considered
Buffet Cabinet,buffet cabinet 5.png,three_quarter_angle,REDO,"Flat front, near-duplicate; not a true three-quarter angle view",5,Residential,considered
Buffet Cabinet,slot:hardware_detail,hardware_detail,MISSING,"No close-up of pull, hinge, or shelf adjuster",6,Residential,considered
Buffet Cabinet,buffet cabinet 3.png,functional_transformation,KEEP,"Doors open showing lit interior shelves, demonstrates storage capacity",7,Residential,considered
Buffet Cabinet,buffet cabinet 6.png,functional_transformation,REDO,AI sparkle watermark top-right; near-duplicate open-door shot,7,Residential,considered
Classic Sofa,classic sofa 2.png,white_seamless_hero,KEEP,"Sharp front hero, navy, even lighting, true spec view",1,Residential,considered
Classic Sofa,classic sofa 4.png,white_seamless_hero,KEEP,"Sage front view, photoreal, alternate color, sells finish",1,Residential,considered
Classic Sofa,slot:dimension_diagram,dimension_diagram,MISSING,No dimensioned drawing; buyers need seat depth and overall size,2,Residential,considered
Classic Sofa,classic sofa 3.png,color_finish_grid,KEEP,"Yellow variant, sharp angle, shows loose-cushion option",3,Residential,considered
Classic Sofa,slot:material_swatch_row,material_swatch_row,MISSING,Color variants exist but no true upholstery swatch row,3,Residential,considered
Classic Sofa,slot:full_room_scene,full_room_scene,MISSING,No styled lounge context to show scale and pairing,4,Residential,considered
Classic Sofa,classic sofa 1.png,three_quarter_angle,KEEP,"Clean green three-quarter, shows depth, arm and leg",5,Residential,considered
Classic Sofa,classic sofa 5.png,three_quarter_angle,KEEP,"Brown variant, sled-base detail visible, sharp realism",5,Residential,considered
Classic Sofa,classic sofa 6.png,three_quarter_angle,REDO,"Wrong product: curved tub sofa, off-model, breaks set consistency",5,Residential,considered
Classic Sofa,slot:hardware_detail,hardware_detail,MISSING,"No close-up of leg, seam, or frame join for durability",6,Residential,considered
Classic Sofa,slot:functional_transformation,functional_transformation,MISSING,No cushion-removal or reversibility shot for maintenance,7,Residential,considered
Counter Height Stool,counter height stool 2.png,white_seamless_hero,REDO,"Low-res, soft, undersized; not a sharp spec-able hero",1,Residential,standard
Counter Height Stool,counter height stool 3.png,white_seamless_hero,REDO,AI sparkle watermark bottom-right; otherwise sharp front view,1,Residential,standard
Counter Height Stool,counter height stool 4.png,white_seamless_hero,REDO,"AI sparkle watermark bottom-right; small, soft resolution",1,Residential,standard
Counter Height Stool,counter height stool 5.png,white_seamless_hero,REDO,Low-res soft thumbnail; not sharp enough to spec finish,1,Residential,standard
Counter Height Stool,slot:dimension_diagram,dimension_diagram,MISSING,No dimensioned drawing; buyers need seat height to match counter,2,Residential,standard
Counter Height Stool,slot:full_room_scene,full_room_scene,MISSING,No counter/bar context to confirm height and fit,3,Residential,standard
Counter Height Stool,counter height stool 1.png,three_quarter_angle,REDO,AI sparkle watermark bottom-right; low-res soft thumbnail,4,Residential,standard
Counter Height Stool,slot:texture_macro,texture_macro,MISSING,No upholstery close-up to show weave and durability,5,Residential,standard
Cubbies Storage,cubbies storage.png,white_seamless_hero,KEEP,"Clean white hero, photoreal modular cubby unit, shows finishes",1,Residential,considered
Cubbies Storage,slot:dimension_diagram,dimension_diagram,MISSING,No dimensions; buyers need module sizing to plan space,2,Residential,considered
Cubbies Storage,slot:material_swatch_row,material_swatch_row,MISSING,No finish options shown; white/oak/sage colors unconfirmed,3,Residential,considered
Cubbies Storage,cubbies storage 1.png,full_room_scene,KEEP,"Photoreal nursery scene, shows scale and styling in context",4,Residential,considered
Cubbies Storage,cubbies storage 3.png,full_room_scene,REDO,"Redundant room scene, softer than image 1, slot duplicate",4,Residential,considered
Cubbies Storage,cubbies storage 2.png,three_quarter_angle,REDO,"Soft low-res front view, muddy detail, not spec-sharp",5,Residential,considered
Cubbies Storage,cubbies storage 4.png,three_quarter_angle,REDO,"Low-res soft vignette, muddy, geometry indistinct",5,Residential,considered
Cubbies Storage,slot:hardware_detail,hardware_detail,MISSING,No joinery/edge detail to judge build quality,6,Residential,considered
Cubbies Storage,slot:functional_transformation,functional_transformation,MISSING,No modular reconfiguration shown despite stackable design,7,Residential,considered
Dining Table,extendable dining table.png,white_seamless_hero,REDO,"Flat cartoon placeholder icon with in-image text, not real",1,Residential,standard
Dining Table,2-Seater Table SS1.jpg,white_seamless_hero,KEEP,"Photoreal walnut top on chrome legs, clean bright hero",1,Residential,standard
Dining Table,slot:dimension_diagram,dimension_diagram,MISSING,No dimensions; buyers need length/width for cover counts,2,Residential,standard
Dining Table,2-Seater Table Tapper Center.jpg,full_room_scene,KEEP,"Photoreal styled dining scene, shows scale and pedestal base",3,Residential,standard
Dining Table,6-Seater Table SS1.jpg,full_room_scene,REDO,"Dreamy golden-hour ad look, not sharp operator realism",3,Residential,standard
Dining Table,6-Seater Table Wood.jpg,full_room_scene,REDO,"Luxury dreamy suite styling, different trestle base, off-spec",3,Residential,standard
Dining Table,4-Seater Table SS1.jpg,three_quarter_angle,KEEP,"Sharp photoreal room set, shows seating capacity clearly",4,Residential,standard
Dining Table,slot:texture_macro,texture_macro,MISSING,No close-up of wood grain or edge for durability check,5,Residential,standard
Ergonomic Office Chair,ergonomic office chair.png,white_seamless_hero,KEEP,"Photoreal grey mesh chair, clean hero, shows lumbar and arms",1,Residential,standard
Ergonomic Office Chair,Fabric Ergonomic Chair.png,white_seamless_hero,REDO,"Duplicate of grey hero, no fabric distinction, redundant",1,Residential,standard
Ergonomic Office Chair,slot:dimension_diagram,dimension_diagram,MISSING,No dimensions; buyers need seat height and footprint specs,2,Residential,standard
Ergonomic Office Chair,slot:full_room_scene,full_room_scene,MISSING,No office context; can't judge fit at a workstation,3,Residential,standard
Ergonomic Office Chair,adjustable ergonomic chair.png,three_quarter_angle,KEEP,"Sharp black mesh chair three-quarter, headrest and base clear",4,Residential,standard
Ergonomic Office Chair,mesh ergonomic chair.png,front_view,KEEP,"Photoreal front view black mesh, shows symmetry and casters",4,Residential,standard
Ergonomic Office Chair,slot:texture_macro,texture_macro,MISSING,No mesh/upholstery close-up to assess weave and wear,5,Residential,standard
Glass Coffee Table,glass coffee table.png,white_seamless_hero,REDO,"Flat cartoon placeholder icon with in-image text, not real",1,Residential,long-tail
Glass Coffee Table,slot:three_quarter_angle,three_quarter_angle,MISSING,No real angled shot showing glass top and wood base,2,Residential,long-tail
Glass Coffee Table,slot:dimension_diagram,dimension_diagram,MISSING,No dimensions; buyers need footprint for lounge layout,3,Residential,long-tail
Headboard,king headboard 1.png,white_seamless_hero,KEEP,"Clean front hero, sharp grid-tufting, sells upholstery quality",1,Residential,considered
Headboard,king headboard 3.png,dimension_diagram,REDO,"Crude floating '76-78' text, not a real spec diagram",2,Residential,considered
Headboard,slot:dimension_diagram,dimension_diagram,MISSING,No clean width/height/depth diagram for procurement specs,2,Residential,considered
Headboard,king headboard 9.png,material_swatch_row,REDO,"Single greige variant, not an actual finish swatch row",3,Residential,considered
Headboard,slot:material_swatch_row,material_swatch_row,MISSING,No fabric/finish swatch row showing upholstery options,3,Residential,considered
Headboard,king headboard 5.png,full_room_scene,REDO,"Flat dreamy window light, soft, no real bed context",4,Residential,considered
Headboard,slot:full_room_scene,full_room_scene,MISSING,No sharp realistic guestroom scene above a real bed,4,Residential,considered
Headboard,king headboard 4.png,three_quarter_angle,KEEP,"Sharp angled studio, shows panel depth and frame",5,Residential,considered
Headboard,king headboard 2.png,three_quarter_angle,REDO,"Front bolster variant, redundant angle, no spec value",5,Residential,considered
Headboard,king headboard 6.png,three_quarter_angle,KEEP,"Clean grey grid-tuft angle, shows winged side panels",5,Residential,considered
Headboard,king headboard 7.png,three_quarter_angle,REDO,"Redundant grey fluted angle, duplicates other keeps",5,Residential,considered
Headboard,king headboard 8.png,three_quarter_angle,KEEP,"Sharp angle, block-panel variant, shows stitching crisply",5,Residential,considered
Headboard,slot:hardware_detail,hardware_detail,MISSING,No close-up of seam stitching or wall-mount hardware,6,Residential,considered
Headboard,slot:functional_transformation,functional_transformation,MISSING,No mounting/strut detail showing install for FF&E teams,7,Residential,considered
Kids Study Desk,kids study desk 5.png,white_seamless_hero,KEEP,"Sharp clean white studio, shows hutch, drawers, keyboard tray",1,Residential,standard
Kids Study Desk,kids study desk 1.png,white_seamless_hero,REDO,"Tiny, low-res, soft; unspecable thumbnail quality",1,Residential,standard
Kids Study Desk,slot:dimension_diagram,dimension_diagram,MISSING,No dimensioned drawing for kids-room procurement sizing,2,Residential,standard
Kids Study Desk,kids study desk 2.png,full_room_scene,REDO,"Soft low-detail room, desk too small to spec",3,Residential,standard
Kids Study Desk,slot:full_room_scene,full_room_scene,MISSING,No sharp realistic kids-room scene showing scale in use,3,Residential,standard
Kids Study Desk,kids study desk 4.png,three_quarter_angle,KEEP,"Sharp angled studio, full storage and shelving visible",4,Residential,standard
Kids Study Desk,kids study desk 6.png,three_quarter_angle,KEEP,"Clean angle, shows cubby and drawer config clearly",4,Residential,standard
Kids Study Desk,kids study desk.png,three_quarter_angle,REDO,"Over-propped clutter hides desk spec, lifestyle not product",4,Residential,standard
Kids Study Desk,kids study desk 7.png,three_quarter_angle,REDO,"Over-styled with backpack and books, buries the product",4,Residential,standard
Kids Study Desk,kids study desk 3.png,three_quarter_angle,REDO,"Low-res, soft, toy-like; no procurement detail",4,Residential,standard
Kids Study Desk,slot:texture_macro,texture_macro,MISSING,No close-up of laminate finish or edge banding durability,5,Residential,standard
Kids Twin Bunk Bed,/Images/Residential/Kids Room/Bunk Bed/Twin Bunk Bed/twin bunk bed.png,three_quarter_angle,KEEP,"Sharp photoreal black steel bunk, clean white seamless, no people.",1,Residential,considered
Kids Twin Bunk Bed,/Images/University/Dormitory/Bunk Beds/Twin XL Bunk Bed/Twin XL Bunk Bed.png,three_quarter_angle,REDO,"Duplicate of residential metal hero; redundant, no new spec value.",1,Residential,considered
Kids Twin Bunk Bed,slot:white_seamless_hero,white_seamless_hero,MISSING,No straight-on seamless hero for spec sheet.,1,Residential,considered
Kids Twin Bunk Bed,slot:dimension_diagram,dimension_diagram,MISSING,Buyers need bunk height and footprint dimensions.,2,Residential,considered
Kids Twin Bunk Bed,/Images/University/Dormitory/Bunk Beds/Twin Bunk Bed/twin bunk bed.png,three_quarter_angle,KEEP,"Light pine finish alt angle, photoreal, shows frame construction.",3,Residential,considered
Kids Twin Bunk Bed,/Images/University/Dormitory/Bunk Beds/Full Bunk Bed/full bunk bed.png,side_profile,KEEP,"Clean wood finish variant, photoreal, good front profile.",5,Residential,considered
Kids Twin Bunk Bed,slot:hardware_detail,hardware_detail,MISSING,No ladder/guardrail bracket close-up for durability check.,6,Residential,considered
Kids Twin Bunk Bed,slot:functional_transformation,functional_transformation,MISSING,No detachable/separable-beds shot to show flexibility.,7,Residential,considered
King Bed Frame,slot:white_seamless_hero,white_seamless_hero,MISSING,No clean seamless hero; all are room scenes.,1,Residential,considered
King Bed Frame,slot:dimension_diagram,dimension_diagram,MISSING,King footprint and height dimensions missing for buyers.,2,Residential,considered
King Bed Frame,slot:material_swatch_row,material_swatch_row,MISSING,No wood finish options row for spec selection.,3,Residential,considered
King Bed Frame,/Images/Residential/Bedroom/Bed Frame/King Bed Frame/king bed frame 2.png,full_room_scene,REDO,"Low-res blurry thumbnail; soft and unsharp, not spec-able.",4,Residential,considered
King Bed Frame,/Images/Residential/Bedroom/Bed Frame/King Bed Frame/king bed frame 1.png,full_room_scene,KEEP,"Sharp photoreal walnut frame in styled room, no people.",4,Residential,considered
King Bed Frame,/Images/Residential/Bedroom/Bed Frame/King Bed Frame/king bed frame 5.png,full_room_scene,KEEP,"Sharp symmetric room scene, dark walnut, LED base feature visible.",4,Residential,considered
King Bed Frame,/Images/Residential/Bedroom/Bed Frame/King Bed Frame/king bed frame 6.png,second_environment,REDO,Upholstered headboard differs from wood hero; off-brand inconsistent product.,4,Residential,considered
King Bed Frame,/Images/Residential/Bedroom/Bed Frame/King Bed Frame/king bed frame 3.png,full_room_scene,REDO,"Low-res blurry thumbnail, gray finish, soft and unsharp.",5,Residential,considered
King Bed Frame,/Images/Residential/Bedroom/Bed Frame/King Bed Frame/king bed frame 4.png,three_quarter_angle,KEEP,"Sharp walnut frame three-quarter angle, shows joinery and base.",5,Residential,considered
King Bed Frame,slot:hardware_detail,hardware_detail,MISSING,No slat/leg/joint close-up to prove build quality.,6,Residential,considered
King Bed Frame,slot:functional_transformation,functional_transformation,MISSING,Storage option mentioned but no drawer/under-bed shot.,7,Residential,considered
Media Console,/Images/Residential/Living Room/TV Unit/Media Console/media console 1.png,white_seamless_hero,REDO,Visible VOIDWORK.CO watermark bottom-right; in-image text disqualifies.,1,Residential,standard
Media Console,/Images/Residential/Living Room/TV Unit/Media Console/media console 2.png,white_seamless_hero,KEEP,"Clean black-ash console front-on, sharp grain, sells finish option.",1,Residential,standard
Media Console,/Images/Residential/Living Room/TV Unit/Media Console/media console 3.png,color_finish_grid,KEEP,"Navy finish variant, clean seamless, shows color-finish range.",1,Residential,standard
Media Console,slot:dimension_diagram,dimension_diagram,MISSING,Console length and cable-port dims missing for AV fit.,2,Residential,standard
Media Console,slot:full_room_scene,full_room_scene,MISSING,No in-room context showing scale under a TV.,3,Residential,standard
Media Console,slot:three_quarter_angle,three_quarter_angle,MISSING,No angled view showing depth and door reveal.,4,Residential,standard
Media Console,slot:texture_macro,texture_macro,MISSING,No grain/cable-management close-up for finish detail.,5,Residential,standard
Outdoor Dining Set,/Images/Residential/Outdoor/Dining Set/Outdoor Dining Set/outdoor dining set.png,white_seamless_hero,REDO,Flat gray placeholder vector with in-image text; not a real product.,1,Residential,standard
Outdoor Dining Set,slot:white_seamless_hero,white_seamless_hero,MISSING,No real seamless hero; only a placeholder icon exists.,1,Residential,standard
Outdoor Dining Set,slot:dimension_diagram,dimension_diagram,MISSING,Table and seat dimensions absent for procurement.,2,Residential,standard
Outdoor Dining Set,slot:full_room_scene,full_room_scene,MISSING,No patio/terrace context to sell hotel outdoor use.,3,Residential,standard
Outdoor Dining Set,slot:three_quarter_angle,three_quarter_angle,MISSING,No angled set view showing table-plus-chairs arrangement.,4,Residential,standard
Outdoor Dining Set,slot:texture_macro,texture_macro,MISSING,No weather-resistant material close-up for spec proof.,5,Residential,standard
Outdoor Lounge Chair,/Images/Residential/Outdoor/Outdoor Lounge Chair/Outdoor Lounge Chair/outdoor lounge chair.png,white_seamless_hero,REDO,Flat gray placeholder vector with in-image text; not a real product.,1,Residential,standard
Outdoor Lounge Chair,slot:white_seamless_hero,white_seamless_hero,MISSING,No real seamless hero; only a placeholder icon exists.,1,Residential,standard
Outdoor Lounge Chair,slot:dimension_diagram,dimension_diagram,MISSING,Seat height and width dimensions missing for buyers.,2,Residential,standard
Outdoor Lounge Chair,slot:full_room_scene,full_room_scene,MISSING,No poolside/terrace context to sell hotel setting.,3,Residential,standard
Outdoor Lounge Chair,slot:three_quarter_angle,three_quarter_angle,MISSING,No angled view showing recline profile and frame.,4,Residential,standard
Outdoor Lounge Chair,slot:texture_macro,texture_macro,MISSING,No quick-dry foam/fabric close-up for durability proof.,5,Residential,standard
Outdoor Side Table,/Images/Residential/Outdoor/Side Table/Outdoor Side Table/outdoor side table.png,white_seamless_hero,REDO,Flat gray placeholder vector with in-image text; not a real product.,1,Residential,long-tail
Outdoor Side Table,slot:white_seamless_hero,white_seamless_hero,MISSING,No real seamless hero; only a placeholder icon exists.,1,Residential,long-tail
Outdoor Side Table,slot:three_quarter_angle,three_quarter_angle,MISSING,"No angled view showing top, legs, and material.",2,Residential,long-tail
Outdoor Side Table,slot:dimension_diagram,dimension_diagram,MISSING,Height and top diameter dimensions missing for buyers.,3,Residential,long-tail
Patio Sofa,/Images/Residential/Outdoor/Outdoor Sofa/Patio Sofa/patio sofa.png,white_seamless_hero,REDO,Flat gray placeholder vector with in-image text; not a real product.,1,Residential,considered
Patio Sofa,slot:white_seamless_hero,white_seamless_hero,MISSING,No real seamless hero; only a placeholder icon exists.,1,Residential,considered
Patio Sofa,slot:dimension_diagram,dimension_diagram,MISSING,"Sofa width, depth, seat height missing for procurement.",2,Residential,considered
Patio Sofa,slot:material_swatch_row,material_swatch_row,MISSING,No outdoor fabric color options for spec selection.,3,Residential,considered
Patio Sofa,slot:full_room_scene,full_room_scene,MISSING,No terrace/lounge context to sell hotel outdoor use.,4,Residential,considered
Patio Sofa,slot:three_quarter_angle,three_quarter_angle,MISSING,No angled view showing depth and cushion profile.,5,Residential,considered
Patio Sofa,slot:hardware_detail,hardware_detail,MISSING,No frame/leg/weld close-up to prove weather durability.,6,Residential,considered
Patio Sofa,slot:functional_transformation,functional_transformation,MISSING,No modular/cushion-removal shot for maintenance flexibility.,7,Residential,considered
Queen Bed Frame,slot:white_seamless_hero,white_seamless_hero,MISSING,No clean seamless hero; only a room scene.,1,Residential,considered
Queen Bed Frame,slot:dimension_diagram,dimension_diagram,MISSING,Queen footprint and height dimensions missing for buyers.,2,Residential,considered
Queen Bed Frame,slot:material_swatch_row,material_swatch_row,MISSING,No wood finish options row for spec selection.,3,Residential,considered
Queen Bed Frame,/Images/Residential/Bedroom/Bed Frame/Queen Bed Frame/queen bed frame.png,full_room_scene,KEEP,"Sharp photoreal walnut frame, symmetric room, LED base, no people.",4,Residential,considered
Queen Bed Frame,slot:three_quarter_angle,three_quarter_angle,MISSING,No angled view showing frame depth and base.,5,Residential,considered
Queen Bed Frame,slot:hardware_detail,hardware_detail,MISSING,No slat/leg/headboard joint close-up for build quality.,6,Residential,considered
Queen Bed Frame,slot:functional_transformation,functional_transformation,MISSING,Headboard option mentioned but no detachable/storage shot.,7,Residential,considered
Recliner,recliner.png,white_seamless_hero,REDO,"Flat CSS placeholder shapes with text label, not a real product.",1,Residential,flagship
Recliner,slot:white_seamless_hero,white_seamless_hero,MISSING,No photoreal hero; only a placeholder graphic exists.,1,Residential,flagship
Recliner,slot:dimension_diagram,dimension_diagram,MISSING,Buyers need seat depth and reclined footprint to spec.,2,Residential,flagship
Recliner,slot:material_swatch_row,material_swatch_row,MISSING,Wipe-clean upholstery options must be shown for procurement.,3,Residential,flagship
Recliner,slot:wide_establishing,wide_establishing,MISSING,No lounge context establishing the recliner in use.,4,Residential,flagship
Recliner,slot:full_room_scene,full_room_scene,MISSING,No in-room scene to show scale and fit.,5,Residential,flagship
Recliner,slot:three_quarter_angle,three_quarter_angle,MISSING,No real three-quarter beauty angle of the chair.,6,Residential,flagship
Recliner,slot:side_profile,side_profile,MISSING,Recline angle and arm shape need a side profile.,7,Residential,flagship
Recliner,slot:hardware_detail,hardware_detail,MISSING,Recline lever and frame joints not shown to buyers.,8,Residential,flagship
Recliner,slot:functional_transformation,functional_transformation,MISSING,Upright-to-reclined transformation is the key selling mechanism.,9,Residential,flagship
Recliner,slot:footprint_plan,footprint_plan,MISSING,Reclined clearance footprint needed for room planning.,10,Residential,flagship
Residential Armchair,armchair.png,white_seamless_hero,REDO,"Flat CSS placeholder shapes with text label, not a real product.",1,Residential,considered
Residential Armchair,armchair 1.png,three_quarter_angle,KEEP,"Photoreal taupe armchair, sharp, clean white seamless, sells well.",1,Residential,considered
Residential Armchair,armchair.jpg,white_seamless_hero,REDO,"Flat CSS placeholder shapes with text label, not a real product.",1,Residential,considered
Residential Armchair,slot:dimension_diagram,dimension_diagram,MISSING,"No spec diagram with seat height, width, depth for buyers.",2,Residential,considered
Residential Armchair,slot:material_swatch_row,material_swatch_row,MISSING,Upholstery and wood-base finish options not shown.,3,Residential,considered
Residential Armchair,slot:full_room_scene,full_room_scene,MISSING,No amenity-room context showing scale and fit.,4,Residential,considered
Residential Armchair,armchair 2.png,three_quarter_angle,KEEP,"Photoreal navy armchair, sharp three-quarter, shows wood base.",5,Residential,considered
Residential Armchair,slot:hardware_detail,hardware_detail,MISSING,Hardwood frame and leg joinery not shown close up.,6,Residential,considered
Residential Armchair,slot:functional_transformation,functional_transformation,MISSING,No detail proving cushion or frame durability claims.,7,Residential,considered
Residential Executive Desk,executive desk.jpg,three_quarter_angle,KEEP,"Photoreal light-oak hero, LED hutch and power visible, sharp.",1,Residential,considered
Residential Executive Desk,slot:dimension_diagram,dimension_diagram,MISSING,"No spec diagram with width, depth, height and clearance.",2,Residential,considered
Residential Executive Desk,slot:material_swatch_row,material_swatch_row,MISSING,Many wood finishes exist but no swatch row to compare.,3,Residential,considered
Residential Executive Desk,slot:full_room_scene,full_room_scene,MISSING,No home-office room context showing scale in place.,4,Residential,considered
Residential Executive Desk,DMD Luma Executive Desk.jpg,front_view,KEEP,"Clean front view, dual-pedestal storage and power clearly readable.",5,Residential,considered
Residential Executive Desk,DMD Grid Executive Desk.jpg,three_quarter_angle,KEEP,"Clean three-quarter, keyboard tray, USB power and cable grommet.",5,Residential,considered
Residential Executive Desk,DMD Modulo Executive Desk.jpg,three_quarter_angle,KEEP,"Photoreal hero-quality angle, LED hutch and lockable pedestal.",5,Residential,considered
Residential Executive Desk,DMD Nexus Executive Desk.jpg,three_quarter_angle,KEEP,"Double-pedestal config, task lamp and power, clean and sharp.",5,Residential,considered
Residential Executive Desk,DMD Strata Executive Desk.jpg,three_quarter_angle,KEEP,"Clean angle showing cable grommets, power and pedestal storage.",5,Residential,considered
Residential Executive Desk,DMD Terra Executive Desk.jpg,front_view,KEEP,"Front view, dual pedestals and back-panel power clearly visible.",5,Residential,considered
Residential Executive Desk,DMD Axis Executive Desk.jpg,three_quarter_angle,KEEP,"Sharp three-quarter, locking pedestal and power module visible.",6,Residential,considered
